0.000000000000000000e+00 -4.465714853922551321e-22
4.882812500000000000e-04 1.335025499790169402e-21
9.765625000000000000e-04 -9.524998886420859790e-22
1.464843750000000000e-03 -1.332454546823962676e-21
1.953125000000000000e-03 1.134716706868888467e-21
2.441406250000000000e-03 2.862926965136666176e-22
2.929687500000000000e-03 -1.087392896784354181e-21
3.417968750000000000e-03 8.332562747695690074e-23
3.906250000000000000e-03 1.562794029250349870e-21
4.394531250000000000e-03 -1.774733612835977335e-21
4.882812500000000000e-03 -1.346874455156896249e-21
5.371093750000000000e-03 4.406911418681649138e-22
5.859375000000000000e-03 -4.790886286522809662e-22
6.347656250000000000e-03 -1.526549263416471493e-21
6.835937500000000000e-03 6.233767457018530124e-22
7.324218750000000000e-03 1.190733887749834686e-21
7.812500000000000000e-03 1.737777317860347953e-21
8.300781250000000000e-03 1.337110687965208781e-21
8.789062500000000000e-03 -7.678466618595735844e-22
9.277343750000000000e-03 1.936160300653630426e-22
9.765625000000000000e-03 1.739735112613461241e-21
1.025390625000000000e-02 -7.258787186965935230e-22
1.074218750000000000e-02 9.040331218552764554e-22
1.123046875000000000e-02 7.797252513950571540e-22
1.171875000000000000e-02 2.880942742179942812e-22
1.220703125000000000e-02 -4.027893168832540720e-22
1.269531250000000000e-02 -3.559359615966734592e-23
1.318359375000000000e-02 7.578592487181981683e-22
1.367187500000000000e-02 -1.020074298386679888e-21
1.416015625000000000e-02 -8.404823072516930936e-22
1.464843750000000000e-02 3.409419333612757229e-22
1.513671875000000000e-02 -2.347658412694336646e-21
1.562500000000000000e-02 -3.978606985714771114e-22
1.611328125000000000e-02 -7.611676581254975360e-23
1.660156250000000000e-02 9.745987964276613321e-22
1.708984375000000000e-02 1.301965402301797134e-21
1.757812500000000000e-02 -1.500116647278723153e-21
1.806640625000000000e-02 -9.884530149373238554e-22
1.855468750000000000e-02 3.450696301484112551e-22
1.904296875000000000e-02 6.713050152786911759e-22
1.953125000000000000e-02 -2.473071842170448461e-22
2.001953125000000000e-02 -6.489370422641022468e-22
2.050781250000000000e-02 1.161051498891220877e-21
2.099609375000000000e-02 2.032300343606414810e-22
2.148437500000000000e-02 -1.111966544038639180e-21
2.197265625000000000e-02 5.669859206543622346e-22
2.246093750000000000e-02 -1.843907561740227783e-21
2.294921875000000000e-02 -3.549223868262725152e-23
2.343750000000000000e-02 5.227362670171831633e-22
2.392578125000000000e-02 -5.114247153539550400e-22
2.441406250000000000e-02 -6.672995244993290344e-22
2.490234375000000000e-02 -1.249469169150432553e-21
2.539062500000000000e-02 1.466394602650880521e-21
2.587890625000000000e-02 -1.359704223017661709e-21
2.636718750000000000e-02 -9.946266098123025812e-22
2.685546875000000000e-02 -4.916873630990674472e-22
2.734375000000000000e-02 -2.826604643950447830e-21
2.783203125000000000e-02 -1.843805731645641510e-21
2.832031250000000000e-02 3.816192676020802432e-21
2.880859375000000000e-02 5.005409371513533864e-22
2.929687500000000000e-02 1.560500577023283412e-21
2.978515625000000000e-02 1.831698400834021970e-21
3.027343750000000000e-02 -4.382006288561713191e-22
3.076171875000000000e-02 -1.183593785222104392e-22
3.125000000000000000e-02 -9.936366252742849833e-23
3.173828125000000000e-02 9.674051854893799196e-22
3.222656250000000000e-02 1.446260958102973386e-21
3.271484375000000000e-02 -5.274843027741673828e-22
3.320312500000000000e-02 -1.482710647585624788e-21
3.369140625000000000e-02 -3.120940517257159766e-22
3.417968750000000000e-02 1.367428628002284563e-21
3.466796875000000000e-02 1.092816676811988220e-21
3.515625000000000000e-02 -1.639897374901549354e-21
3.564453125000000000e-02 3.157524917199338759e-21
3.613281250000000000e-02 -1.065112991953255473e-21
3.662109375000000000e-02 -1.274186033901950287e-21
3.710937500000000000e-02 2.005986005656973274e-21
3.759765625000000000e-02 -1.285632051202100394e-21
3.808593750000000000e-02 -5.867409382357249211e-22
